BEGIN_YEAR,BEGIN_MONTH,BEGIN_DAY,EVENT_ID,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,FLOOD_CAUSE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
2019,01,31,794907,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LAKEVIEW,35.0595,-119.1372,35.0626,-119.2579
2019,01,6,796065,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ORINDA,37.8915,-122.1541,37.8917,-122.1542
2019,01,6,796095,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKDALE,37.1199,-122.0506,37.1198,-122.0506
2019,01,6,796096,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RAMON VLG,37.7236,-121.939,37.7237,-121.939
2019,01,6,796251,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COTATI,38.3145,-122.6943,38.3143,-122.6942
2019,01,12,796943,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MANSFIELD,37.166,-92.5262,37.1662,-92.5288
2019,01,12,796944,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAMMOTH,36.54,-92.4,36.5403,-92.3974
2019,01,12,796945,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANN,37.04,-92.19,37.0396,-92.1876
2019,01,12,796946,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AVA MUNI MEML ARPT,36.9645,-92.7254,36.9647,-92.727
2019,01,23,796947,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LEOTA,36.52,-92.01,36.5224,-92.0112
2019,01,1,797907,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHAWNEETOWN,37.7,-88.13,37.6955,-88.1293
2019,01,4,797908,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GOLCONDA,37.37,-88.48,37.3698,-88.486
2019,01,1,797911,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKPORT,37.12,-88.63,37.117,-88.6383
2019,01,1,797913,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLMSTED,37.18,-89.08,37.1742,-89.0757
2019,01,24,794461,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain / Snow Melt,MACKSBURG,39.6342,-81.4644,39.5119,-81.434
2019,01,24,794466,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain / Snow Melt,CENTERVILLE,39.5054,-81.4876,39.535,-81.6453
2019,01,24,794471,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain / Snow Melt,MIDWAY,39.0981,-81.9935,39.0368,-81.8966
2019,01,6,796252,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TANFORAN,37.6295,-122.43299999999999,37.6295,-122.4326
2019,01,6,796253,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.2452,-122.4491,38.245,-122.4491
2019,01,6,796254,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RANCHO RINCONADO,37.302,-122.0325,37.302,-122.0329
2019,01,23,796948,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MANSFIELD,37.1661,-92.5261,37.1664,-92.5288
2019,01,23,796949,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLATHE,37.01,-92.52,37.0101,-92.521
2019,01,4,797916,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAVE IN ROCK,37.47,-88.17,37.4597,-88.2769
2019,01,3,797935,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,THEBES,37.22,-89.47,37.2157,-89.4615
2019,01,5,797938,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAUNIE,38.03,-88.05,37.9729,-88.06700000000001
2019,01,22,797950,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAIRO,36.9858,-89.1371,36.9984,-89.1556
2019,01,24,797951,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHAWNEETOWN,37.7,-88.13,37.6955,-88.1273
2019,01,1,792469,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STAPLES,32.3718,-93.7869,32.3336,-93.6741
2019,01,3,792683,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ZION,31.7832,-92.3674,31.7243,-92.3693
2019,01,3,792688,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ZENORIA,31.7522,-92.3444,31.7352,-92.3276
2019,01,1,792697,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,YANTIS,32.8771,-95.6481,32.7614,-95.4199
2019,01,24,794483,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,SALEM HALL,39.5672,-81.1098,39.4678,-81.2724
2019,01,27,797952,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GOLCONDA,37.37,-88.48,37.3629,-88.4771
2019,01,27,797953,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAVE IN ROCK,37.47,-88.17,37.4618,-88.1811
2019,01,26,797954,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKPORT,37.12,-88.63,37.1173,-88.6366
2019,01,26,797955,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLMSTED,37.18,-89.08,37.1758,-89.0698
2019,01,25,797956,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT CARMEL,38.4195,-87.7523,38.4259,-87.744
2019,01,25,797957,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAUNIE,38.03,-88.05,37.9888,-88.0245
2019,01,14,802225,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,MOORE,43.73,-113.37,43.6788,-113.4408
2019,01,23,805292,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ELLIOT XRDS,34.6,-85.78,34.592,-85.7845
2019,01,23,805293,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WOODVILLE,34.6426,-86.2677,34.6284,-86.26700000000001
2019,01,23,805294,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEEL,34.43,-87.02,34.4247,-87.0293
2019,01,23,805295,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GREENBRIER,34.67,-86.82,34.6733,-86.8211
2019,01,23,805296,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DAWSON,34.3,-85.94,34.3032,-85.9389
2019,01,19,805297,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WOODVILLE,34.64,-86.27,34.6356,-86.2689
2019,01,1,792698,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LINDALE,32.5781,-95.3973,32.5801,-95.4388
2019,01,4,793017,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GLADEWATER MUNI ARPT,32.5246,-94.9647,32.5256,-94.9562
2019,01,16,797346,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PT REYES STATION,38.0734,-122.8013,38.0733,-122.8012
2019,01,16,797348,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TRENTON,38.5101,-122.8593,38.51,-122.8592
2019,01,24,797958,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MURPHYSBORO,37.7665,-89.3721,37.751999999999995,-89.3427
2019,01,23,797959,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARMI,38.0803,-88.154,38.071,-88.1364
2019,01,25,797960,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EAST MT CARMEL,38.4,-87.73,38.3988,-87.7453
2019,01,25,797961,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEW HARMONY,38.13,-87.93,38.0694,-87.9394
2019,01,21,797962,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAZLETON,38.4911,-87.5391,38.4913,-87.5158
2019,01,21,797963,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PETERSBURG,38.5,-87.28,38.5261,-87.2341
2019,01,19,802377,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,CALDWELL,37.7786,-80.3948,37.7775,-80.3946
2019,01,19,802408,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,JUMPING BRANCH,37.66,-80.98,37.658,-80.9794
2019,01,24,801361,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GIBBS,41.5592,-72.1223,41.5593,-72.1214
2019,01,23,803333,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ESCATAWPA,31.1572,-88.6359,31.2396,-88.4209
2019,01,23,803792,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COFFEEVILLE,31.7634,-88.0935,31.7298,-88.0655
2019,01,23,803799,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROYCE,31.0853,-88.8432,31.0773,-88.8116
2019,01,23,804117,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ATKINSON,32.2438,-87.6305,32.2576,-87.7733
2019,01,23,804118,January,Flash Flood,0,0,0,0,50.00K,0.00K,Heavy Rain,TALLAHATTA SPGS,31.8839,-87.8176,31.9361,-87.7782
2019,01,23,804119,January,Flash Flood,0,0,0,0,25.00K,0.00K,Heavy Rain,BLADON SPGS,31.7713,-88.2395,31.7635,-88.2353
2019,01,23,804120,January,Flash Flood,0,0,0,0,25.00K,0.00K,Heavy Rain,RURAL,31.87,-87.73,31.8654,-87.735
2019,01,23,804121,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEELY,31.1266,-88.77,31.1259,-88.75399999999999
2019,01,6,793018,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(GGG)GREGG CO ARPT L,32.406,-94.7204,32.4512,-94.8346
2019,01,23,795302,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLD MILAN,39.1933,-85.1461,39.1937,-85.1409
2019,01,23,795303,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCIPIO,39.393,-84.8227,39.3915,-84.8221
2019,01,23,795304,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKVILLE,39.43,-85.05,39.4271,-85.0529
2019,01,25,795310,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEST PORTSMOUTH,38.7503,-83.0326,38.751,-83.0274
2019,01,16,797349,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BARLOW,38.4198,-122.8994,38.42,-122.899
2019,01,16,797350,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,IMOLA,38.3285,-122.1395,38.3284,-122.1396
2019,01,16,797351,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LAKEVILLE,38.2244,-122.5714,38.2245,-122.5718
2019,01,16,797352,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AROMAS,36.8975,-121.6798,36.8975,-121.6804
2019,01,24,797964,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEWBURGH,37.9398,-87.419,37.9273,-87.3671
2019,01,24,797965,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT VERNON,37.93,-87.9,37.9244,-87.8997
2019,01,24,801614,January,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain / Snow Melt,NORTH RUPERT,43.3468,-73.1747,43.3483,-73.1755
2019,01,24,801630,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,MANCHESTER CENTER,43.1766,-73.0555,43.161,-73.0571
2019,01,19,802365,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,GRASSY MEADOWS,37.83,-80.73,37.829,-80.7233
2019,02,7,805103,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FRIENDSVILLE,38.4945,-87.8371,38.4954,-87.7696
2019,01,16,797354,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.2526,-122.3895,38.2526,-122.389
2019,01,16,797355,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PRESTON,38.8299,-123.0148,38.8294,-123.0145
2019,01,16,797356,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SANITARIUM,38.5395,-122.4688,38.5394,-122.4688
2019,01,25,803208,January,Flood,0,0,0,0,10.00K,0.00K,Ice Jam,KENT FURNACE,41.727,-73.4782,41.7254,-73.4732
2019,01,24,803209,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,HARWINTON,41.7791,-73.0694,41.7792,-73.067
2019,01,23,802959,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,MACEDONIA,31.612,-89.039,31.6257,-89.0479
2019,01,23,802960,January,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,OVETT,31.484,-89.04,31.4742,-89.0859
2019,01,23,802957,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,(HBG)HATTIESBURG ARP,31.303,-89.209,31.3062,-89.2118
2019,01,25,795730,January,Flood,0,0,0,0,0.50K,0.00K,Heavy Rain,HUDSONVILLE,38.5388,-87.1099,38.5382,-87.1101
2019,02,13,801108,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VANCLEVESVILLE,39.42,-77.9401,39.4178,-77.9359
2019,01,16,797357,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BURBANK,37.3337,-121.9367,37.3336,-121.9362
2019,01,16,797364,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE ARPT,38.15,-122.45,38.1499,-122.4499
2019,01,16,797366,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PT REYES STATION,38.0643,-122.805,38.0643,-122.8052
2019,01,16,797367,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MISSION SPGS,37.1,-121.9764,37.1,-121.9768
2019,01,24,801653,January,Flood,0,0,0,0,100.00K,0.00K,Heavy Rain / Snow Melt,POWNAL,42.7635,-73.237,42.7638,-73.2346
2019,01,20,793475,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MARIAL,42.74,-123.75,42.74,-123.9
2019,01,19,793645,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WHEELERSBURG,37.84,-83.02,37.838,-83.0204
2019,01,19,793648,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FALCON,37.7777,-83.0233,37.7876,-83.0086
2019,01,19,793652,January,Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,STRAWBERRY,37.07,-84.53,37.0714,-84.5268
2019,01,3,792203,January,Flash Flood,0,0,0,0,0.00K,0.00K,Ice Jam,SNOWMASS,39.3795,-106.9475,39.4076,-107.1075
2019,01,3,792207,January,Flash Flood,0,0,0,0,0.00K,0.00K,Ice Jam,BASALT,39.382,-106.9739,39.3771,-107.059
2019,01,3,792208,January,Flash Flood,0,0,0,0,0.00K,0.00K,Ice Jam,CARBONDALE ARPT,39.3662,-107.0348,39.4019,-107.0934
2019,01,16,797369,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ATHERTON,37.4941,-122.2285,37.4941,-122.2288
2019,01,16,797370,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALLEY FORD,38.3165,-122.8965,38.3164,-122.8963
2019,01,16,797372,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE,38.2458,-122.4388,38.246,-122.4395
2019,01,17,797377,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EMERYVILLE,37.8244,-122.266,37.8242,-122.2659
2019,01,16,797459,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MIRABELL PARK,38.4787,-122.9085,38.4785,-122.9083
2019,01,16,797465,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AGUA CALIENTE,38.3105,-122.4857,38.3104,-122.4859
2019,01,16,800792,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BENBOW,40.07,-123.79,40.0695,-123.79
2019,01,25,801401,January,Flood,0,0,0,0,350.00K,0.00K,Heavy Rain / Snow Melt,TROY,42.7592,-73.6905,42.7586,-73.6733
2019,01,20,793482,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BULLARDS,43.16,-124.41,43.12,-124.42
2019,01,5,792028,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MORMON BAR,37.4621,-119.9498,37.4616,-119.9495
2019,01,17,797378,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NILES,37.5981,-121.9468,37.598,-121.947
2019,01,17,797380,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SARATOGA,37.2751,-122.0648,37.2751,-122.065
2019,01,17,797382,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN FRANCISCO,37.7727,-122.4185,37.7723,-122.4184
2019,01,17,797383,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,REDWOOD ESTATES,37.1451,-121.9843,37.145,-121.9844
2019,01,24,801380,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,FONDA,42.9549,-74.3781,42.9553,-74.3757
2019,01,23,803736,January,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,PETAL,31.3487,-89.2649,31.3483,-89.2672
2019,01,23,803737,January,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,DIXIE PINE,31.2891,-89.28299999999999,31.2913,-89.28299999999999
2019,01,23,803738,January,Flash Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,HATTIESBURG,31.3153,-89.319,31.3186,-89.3048
2019,01,1,792678,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MORRILL,31.5853,-95.169,31.586,-95.1772
2019,01,25,801402,January,Flood,0,0,0,0,350.00K,0.00K,Heavy Rain / Snow Melt,GREEN IS,42.7597,-73.6909,42.7547,-73.6709
2019,02,12,800707,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN FRANCISCO,37.7695,-122.4102,37.7695,-122.4101
2019,02,13,800708,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PIEDMONT,37.8198,-122.2671,37.8196,-122.2671
2019,02,13,800709,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DOUGHERTY,37.7013,-121.9233,37.7009,-121.9231
2019,02,26,802413,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MARK WEST,38.5256,-122.7878,38.5257,-122.7881
2019,02,26,802415,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SONOMA,38.2552,-122.4788,38.255,-122.4794
2019,02,26,802416,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALLEY FORD,38.3165,-122.8964,38.3165,-122.8965
2019,02,26,802417,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HESSEL,38.3347,-122.738,38.3345,-122.7382
2019,02,3,808309,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RIMROCK ARPT,34.73,-111.78,34.6388,-111.8309
2019,02,3,808320,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BEAVER CREEK,34.6713,-111.6753,34.568000000000005,-111.846
2019,02,12,797649,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BEVERLY,36.9294,-83.536,36.9288,-83.53399999999999
2019,02,11,797056,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,POTTERSVILLE,36.667,-92.0604,36.6684,-92.0601
2019,02,11,797059,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JEFF,36.5258,-91.4399,36.5269,-91.4394
2019,02,11,797060,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OWLS BEND,37.11,-91.2,37.1103,-91.2017
2019,02,23,806336,February,Flash Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,HUMBOLDT,35.8386,-88.9201,35.8373,-88.9203
2019,02,23,806337,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MARTIN,36.3399,-88.8477,36.3388,-88.8479
2019,02,23,806338,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CROSSTOWN,35.4366,-89.8107,35.43,-89.811
2019,02,23,806339,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COXVILLE,35.8355,-89.0475,35.8316,-89.0478
2019,02,23,806342,February,Flash Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,SITKA,35.8574,-88.8014,35.8379,-88.7971
2019,02,5,809484,February,Flood,0,0,0,0,60.00K,0.00K,Ice Jam,WAYNESFIELD,41.5818,-83.6277,41.5359,-83.7097
2019,02,13,800710,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GREEN BRAE,37.9382,-122.51700000000001,37.9381,-122.5171
2019,02,13,800711,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALLEY FORD,38.3146,-122.8913,38.3143,-122.8908
2019,02,13,800712,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHILOH,38.516,-122.7989,38.516,-122.79899999999999
2019,02,26,802418,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROSELAND,38.4382,-122.7809,38.4381,-122.7812
2019,02,26,802464,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHERIDAN,38.4753,-123.0501,38.4751,-123.05
2019,02,26,802465,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE ARPT,38.241,-122.4783,38.2409,-122.4783
2019,02,26,802466,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HEALDSBURG,38.6072,-122.8738,38.6071,-122.874
2019,02,14,809081,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,KACHINA VILLAGE,35.0234,-111.7152,34.8981,-111.7153
2019,02,15,810403,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JAKES CORNER,33.98,-111.3,33.9761,-111.3158
2019,02,14,810406,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STRAWBERRY,34.28,-111.64,34.2649,-111.705
2019,02,15,810409,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CANYON,34.07,-112.15,34.5209,-112.1944
2019,02,11,797061,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAMMOTH,36.54,-92.4,36.5441,-92.3943
2019,02,11,797062,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLATHE,37.01,-92.52,37.0093,-92.5199
2019,02,20,807109,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANN,37.04,-92.19,37.0373,-92.1923
2019,02,20,807110,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OWLS BEND,37.11,-91.2,37.1106,-91.2013
2019,02,19,808423,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PRAIRIE,33.8029,-88.6875,33.789,-88.6866
2019,02,13,800713,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ALAMEDA,37.8034,-122.2919,37.8033,-122.2918
2019,02,13,800714,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WINDSOR,38.5617,-122.8224,38.5618,-122.8224
2019,02,13,800715,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BODEGA,38.3345,-122.9934,38.3344,-122.9933
2019,02,13,800716,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CUPERTINO,37.3338,-122.0326,37.3337,-122.0326
2019,02,14,801020,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BURBANK,37.3165,-121.9215,37.3165,-121.9217
2019,02,14,801021,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VACATION BEACH,38.4773,-123.0231,38.4774,-123.0234
2019,02,14,801023,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LICK,37.2569,-121.8591,37.2567,-121.8593
2019,02,26,802467,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAILHACHE,38.5957,-122.853,38.5957,-122.8532
2019,02,26,802468,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILFRED,38.3733,-122.7135,38.3731,-122.7136
2019,02,26,802469,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KRUG,38.5249,-122.4808,38.5247,-122.4813
2019,02,27,802541,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GREEN BRAE,37.9409,-122.5161,37.9409,-122.5163
2019,02,14,810411,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMP VERDE ARPT,34.4978,-111.8119,34.5123,-111.3498
2019,02,15,810420,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KACHINA VILLAGE,35.09,-111.7,35.0328,-111.7088
2019,02,14,810422,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CANYON,34.09,-112.15,34.1837,-112.1526
2019,02,17,797840,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RENFRO VLY,37.4049,-84.3517,37.4053,-84.3514
2019,02,17,797841,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SWAIN,36.66,-84.35,36.6584,-84.346
2019,02,25,800679,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,MARIAL,42.74,-123.75,42.74,-123.9
2019,02,25,800684,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,NORWAY,43.12,-124.08,43.08,-124.14
2019,02,25,800687,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,MYRTLE PT,43.07,-124.17,42.93,-124.17
2019,02,25,800690,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,BULLARDS,43.16,-124.41,43.12,-124.42
2019,02,13,800717,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SEBASTOPOL,38.3838,-122.8109,38.3837,-122.8108
2019,02,13,800718,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PENNGROVE,38.284,-122.6879,38.2834,-122.7099
2019,02,13,800719,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FORESTVILLE,38.4738,-122.8899,38.4736,-122.8899
2019,02,14,801024,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HILTON,38.5088,-122.9278,38.5087,-122.928
2019,02,14,801025,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JIMTOWN,38.6576,-122.8322,38.6577,-122.8322
2019,02,14,801026,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RICHMOND,37.9268,-122.3779,37.9268,-122.3783
2019,02,27,802543,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(SJC)SAN JOSE INTL A,37.3804,-121.9094,37.3804,-121.9096
2019,02,27,802545,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GUERNEVILLE,38.5043,-122.993,38.5042,-122.993
2019,02,27,802546,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FORESTVILLE,38.474000000000004,-122.9068,38.4738,-122.9073
2019,02,27,802575,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLACK PT,38.1058,-122.5117,38.0834,-122.5417
2019,02,14,797215,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,POINT PLEASANT ARPT,38.9265,-82.115,38.894,-82.1432
2019,02,26,801209,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,LOGAN,45.89,-111.4231,45.8886,-111.4146
